Lambda,Absorption
702.0007822642905,-0.003824072074398339
701.1832118672338,-0.004919929481364943
700.365433300603,-0.003140591880544401
699.5474468071827,0.0004905570891394223
698.7292526298198,-0.00108451895800676
698.047265676472,-0.004054770394839324
697.228691376145,-0.003683489843695545
696.4099100802747,-0.0026700252109357033
695.5909220319438,0.000747697550579647
694.7717274742961,-0.0006182879718168755
693.9523266505372,-0.005068834841148855
693.2693352418498,-0.004780527297608822
692.4495568954142,-0.0004493985948149091
691.6295729722802,0.00014656513219243108
690.809383715888,-0.002717967627378762
689.9889893697379,-0.005237437146555834
689.3051709245411,-0.004231181237573863
688.484401213128,-0.0007181519836065974
687.6634271022057,0.0002810445603228347
686.8422488355075,-0.002897231021819356
686.0208666568271,-0.004919697143321963
685.336225917757,-0.0031907939869158662
684.5144705338314,0.0014862669479899229
683.6925119290025,0.001324143410694062
682.8703503472959,-0.0037884282489934495
682.0479860327978,-0.00536066056341191
681.2254192296541,-0.002456438875945252
680.5397923910555,0.0009513275346688791
679.7168549930301,0.0002688394863415692
678.8937157984329,-0.004588983096818228
678.0703750516406,-0.004720156309321743
677.2468329970891,-0.0018152604256283455
676.5603943512588,0.0017341846148951916
675.7364838675353,-0.00095544591944873
674.9123727689456,-0.004858143546115936
674.0880613001547,-0.00321168586422181
673.2635497058873,-3.046087551109764e-05
672.4388382309265,0.0031152251372373796
671.751426158459,0.0003859043508822638
670.9263488715156,-0.002159291890846581
670.1010723977549,-0.00217101916895711
669.2755969821875,0.003348191259480462
668.4499228698837,0.006316934501399312
667.7617095042477,0.003233803286703606
666.9356717512898,0.0019080503119232063
666.1094359962801,0.003496184893944023
665.2830024845139,0.007237896106687419
664.4563714613457,0.009191721605096516
663.7673615756585,0.00679904678146598
662.9403690856874,0.005233738913958625
662.1131797798027,0.008703239003236376
661.2857939035836,0.011960338931987216
660.4582117026667,0.011752431337723693
659.6304334227476,0.00790764036632806
658.9404685842077,0.007908169160688972
658.112331464436,0.010502422437343055
657.2839989621147,0.01413757504229412
656.4554713231616,0.013811572475346699
655.6267487935531,0.01124980360070922
654.935997988239,0.014224698910206699
654.1069187981415,0.019575419034183982
