x,y
1068.009892742392,-0.002543928690086582
1067.4348924849278,0.004032942747585288
1066.9747338214754,-0.0014129424466146334
1066.3993375199227,0.002564700645534482
1065.7085717553753,-0.0026216242501476894
1065.0174895997677,0.004373969742642581
1064.4413462638306,0.009748207060797692
1063.7496845908886,-0.003690688651918396
1063.057707108448,-0.0028088617522493277
1062.3654140219444,0.0061098824709368655
1061.6728055369092,-0.00822753500470842
1061.09539101829,-0.005408677658378138
1060.402204836731,0.00038585192113779147
1059.7087038394836,-0.00469253228694866
1059.0148882324368,0.004509889335033598
1058.3207582215734,-0.0022975049941557865
1057.7420765249415,0.010086904317366958
1057.0473706423716,-0.0026540761850674497
1056.3523509401075,-0.00694775290451505
1055.657017624489,0.004765300850602306
1054.9613709019497,-0.010425790821325179
1054.2654109790146,-0.0022275998623642857
1053.685205275329,-0.003909838503607617
1052.9886716883711,-6.372227767680912e-05
1052.2918254866788,0.003718475006795455
1051.5946668771348,0.0007013646109935765
1050.8971960667131,0.0013923516448104034
1050.3157320539667,0.0038729450524105213
1049.6176894131372,-0.0058433867443550115
1048.9193351583615,-0.011088530359993042
1048.22066949697,0.0024864806538077823
1047.5216926363842,-0.0003819500195542127
1046.938974347332,-0.009270934965750367
1046.239427493919,0.000579461527871228
1045.5395700295098,0.0031779244059490304
1044.83940216188,0.0015142245332088141
1044.138924098898,-0.00025125572678807946
1043.4381360485243,0.0002519141750227184
1042.8539093607185,0.0031823768551684103
1042.1525535405503,-0.0015219637907392517
1041.4508883227106,-0.006561395391151757
1040.7489139155116,0.0007737318835880463
1040.0466305273585,6.384413315855861e-05
1039.4611584938625,0.0027272201416183874
1038.7583091822028,0.009000234223421288
1038.0551514805659,0.011220411449246938
1037.351685597707,-0.0018390042125192867
1036.647911742474,0.0029688905998695603
1035.9438301238056,-0.0002533086081455021
1035.3568604953148,-0.004081670165822341
1034.6522151866443,-0.003170500843747031
1033.9472627070272,-0.001145589588482615
1033.242003265752,0.0002546461036529123
1032.5364370721986,-0.0007017764260460093
1031.9482310707003,-0.007316302664481535
1031.2421030420778,0.0007591885358733781
1030.5356688549139,-0.0001917298165267438
1029.8289287189373,0.005027654083034749
1029.1218828439671,-0.004951093991964874
1028.5324445489753,0.008553746826854192
1027.8248386977655,-0.007667631724831941
1027.1169277025429,0.004109262115585125
1026.4087117734746,-0.00012604948683754783
1025.7001911208179,0.0005115789747776653
1024.9913659549209,0.012142882994486258
1024.4004458542108,0.0024781132582104254
1023.6910629606599,0.0026859951377076253
1022.9813761503456,0.0024985862759508786
1022.2713856339616,0.0017060194268170318
1021.5610916222918,0.001720537548558207
1020.9689482613574,-0.0035073481998746845
1020.2580983894173,-0.0026690946392070236
1019.5469456199035,0.008794605137140855
1018.8354901639449,-0.002606153267162803
1018.1237322327609,0.0038545940518246308
1017.5303697184235,6.376909893693736e-05
1016.8180577982076,-0.004266765157905144
1016.1054440017081,0.0003816144001920568
1015.3925285404885,-0.002343211360324814
1014.6793116262011,-0.003068393492512588
1013.9657934705882,-0.0016016272354649472
1013.3709650454995,0.0026837154122366018
1012.6568951643615,0.00594449596858011
1011.9425246423197,-0.002350752870600239
1011.2278536914587,0.0024235531738732315
1010.5128825239523,-0.008228442677934853
1009.9168440386719,0.004266139928794879
1009.2013230253408,-0.0005047410565561698
1008.4855023970078,0.0014595404059518167
1007.7693823661875,-0.00823744815838133
1007.0529631454842,0.004037033225140977
1006.4557187338492,0.0035676756440626064
1005.738751550835,0.0013834807362523287
1005.0214857807982,0.00828728314912899
1004.3039216366834,0.005315682331795656
1003.5860593315224,0.0072464512778780635
1002.8678990784375,0.00494964795189609
1002.2692047555756,0.0013407881537795983
1001.5504988184462,6.28366509107818e-05
1000.8314955377164,0.008104735863696071
1000.1121951268461,0.0012640030065055733
999.392597799384,-0.00521018618891271
998.7927067026719,-0.004216409453519427
998.0725655830487,-0.003038169924232059
997.352128152366,0.0003171497481123136
996.6313946245082,0.008339662966470948
995.91036521345,-0.00038022234962208984
995.1890401332531,0.008096476634647447
994.5877101958807,-0.0013887657029207426
993.865843611852,-0.010104860248345249
993.1436819656687,-0.0011417409926987342
992.4212254717283,-0.008226327562325329
991.698474344516,-0.0046312641051108935
991.0959568262241,-0.0030719175565946805
990.3726660953698,-0.008255054426031187
989.6490813394267,0.02017478869080372
988.9252027732152,0.026851439807017794
988.2010306116425,0.028525095768349253
987.597329691203,0.03277617281682769
986.87261982992,0.023891610903072024
986.1476169826533,0.03182617513140542
985.4223213646444,0.04444739323598733
984.6967331912213,0.008308281614741182
983.970852677799,0.03675811516837422
983.3657290901413,0.03189845387240508
982.6393131798228,0.0099107354159607
981.9126055403184,0.005557401952690619
981.185606387376,-0.004588855107026292
980.4583159368292,0.010305968224842066
979.8520181981437,0.0034400806106088433
979.1241942628444,0.02232604142473489
978.39607964194,0.002979859304724947
977.6676745515947,0.0002691252233858943
976.9389792080607,-0.001445278535091862
976.3315115233371,0.00535635645865821
975.6022846108948,0.018653872435253693
974.872768058443,0.019282564324794978
974.1429620825629,0.003098092071088113
973.4128668999224,0.021061052883281074
972.6824827272736,0.022133625856053066
972.0736086502462,0.012506159560416114
971.3426952258238,0.00016364935611999737
970.6114934259928,0.02895692978199547
969.8800034678345,0.01777369127104777
969.1482255685169,-0.005892274484437892
968.5381908541005,0.015618771468002775
967.8058856269713,0.005728853953395022
967.0732930744535,0.0023979217191315806
966.3404134140412,0.018829374390635808
965.607246863314,0.013897678875833094
964.9960557424164,0.04027007081690108
964.2623637914983,0.03172184921133226
963.5283855672031,0.03979617769343946
962.7941212874379,0.03337690854075096
962.0595711701924,0.013488716775818668
961.324735433543,0.012397042919534725
960.7121542955686,0.04544290335503825
959.976795490017,0.022173592778458873
959.2411516834026,0.01993015531612294
958.5052230941257,0.007161537785970196
957.7690099406713,0.013630027011372548
957.1552817617302,0.0035240793749086933
956.4185474750176,0.025808302209549
