0.000000000000000000e+00,1.173435189950760085e-02
1.501501501501501488e-02,1.727710398171245498e-01
3.003003003003002977e-02,2.857861238442361840e-01
4.504504504504504292e-02,3.204444355334517547e-01
6.006006006006005954e-02,4.858672569813907161e-01
7.507507507507507616e-02,7.018096185510811491e-01
9.009009009009008584e-02,7.887134040342156371e-01
1.051051051051051094e-01,8.196873339995098817e-01
1.201201201201201191e-01,1.034437807229042328e+00
1.351351351351351426e-01,7.634613516171353531e-01
1.501501501501501523e-01,9.859384055543423120e-01
1.651651651651651620e-01,9.307737294902929115e-01
1.801801801801801717e-01,9.167509060059392256e-01
1.951951951951951814e-01,8.248663905122383122e-01
2.102102102102102188e-01,7.745060207144641717e-01
2.252252252252252285e-01,6.206577999069091689e-01
2.402402402402402382e-01,4.395216164834387929e-01
2.552552552552552756e-01,3.677015624402970584e-01
2.702702702702702853e-01,4.082576700424239147e-01
2.852852852852852950e-01,2.767291276882363205e-01
3.003003003003003046e-01,5.121635766702394704e-02
3.153153153153153143e-01,3.686967025296866707e-02
3.303303303303303240e-01,-1.051064597385886618e-01
3.453453453453453337e-01,-2.682191305933300796e-01
3.603603603603603434e-01,-3.958968724921030358e-01
3.753753753753753530e-01,-5.188684480734701010e-01
3.903903903903903627e-01,-6.607993891729375679e-01
4.054054054054054279e-01,-6.290650458726334548e-01
4.204204204204204376e-01,-7.433190480102427333e-01
4.354354354354354473e-01,-6.839438549078987739e-01
4.504504504504504570e-01,-7.616173230659605276e-01
4.654654654654654666e-01,-8.658884619637149394e-01
4.804804804804804763e-01,-8.138955467507322794e-01
4.954954954954954860e-01,-6.589403700647891160e-01
5.105105105105105512e-01,-5.895355783357515422e-01
5.255255255255255609e-01,-6.472741115769190534e-01
5.405405405405405705e-01,-4.609969155217960024e-01
5.555555555555555802e-01,-5.212404247057110807e-01
5.705705705705705899e-01,-4.478028913972109670e-01
5.855855855855855996e-01,-3.104603986288091977e-01
6.006006006006006093e-01,-8.260304645687512048e-02
6.156156156156156189e-01,-1.187407614384904386e-01
6.306306306306306286e-01,1.090676539741145847e-02
6.456456456456456383e-01,1.599660074923607567e-01
6.606606606606606480e-01,1.925043401623014461e-01
6.756756756756756577e-01,4.183072942151681017e-01
6.906906906906906674e-01,5.714811929628027531e-01
7.057057057057056770e-01,4.279357902924063040e-01
7.207207207207206867e-01,7.154316955858202043e-01
7.357357357357356964e-01,6.737831027202844103e-01
7.507507507507507061e-01,6.154732302398983057e-01
7.657657657657657158e-01,8.860511176886076701e-01
7.807807807807807254e-01,6.979948427138894518e-01
7.957957957957957351e-01,5.844441037949399398e-01
8.108108108108108558e-01,5.558034849920737708e-01
8.258258258258258655e-01,8.347315521041959174e-01
8.408408408408408752e-01,4.559528693336300509e-01
8.558558558558558849e-01,4.780971456219202387e-01
8.708708708708708945e-01,3.818879270791509795e-01
8.858858858858859042e-01,3.261919340393452660e-01
9.009009009009009139e-01,2.491632102600394860e-01
9.159159159159159236e-01,2.240989781556310401e-01
9.309309309309309333e-01,-3.010718300157071148e-02
9.459459459459459429e-01,-2.891056121095291268e-03
9.609609609609609526e-01,-8.558407320414118669e-02
9.759759759759759623e-01,-1.911847504655350694e-01
9.909909909909909720e-01,-2.077409479736150866e-01
1.006006006006006093e+00,-2.498150632749262523e-01
1.021021021021021102e+00,-3.582071247142557535e-01
1.036036036036036112e+00,-4.035331400752482645e-01
1.051051051051051122e+00,-4.433661958485234367e-01
1.066066066066066131e+00,-4.938375513731385058e-01
1.081081081081081141e+00,-6.727527059862900005e-01
1.096096096096096151e+00,-5.564737652439621929e-01
1.111111111111111160e+00,-5.816125786961934274e-01
1.126126126126126170e+00,-4.761603340480233260e-01
1.141141141141141180e+00,-4.999401623876215672e-01
1.156156156156156189e+00,-6.313369613940322811e-01
1.171171171171171199e+00,-4.561285481045416201e-01
1.186186186186186209e+00,-2.983285797305544884e-01
1.201201201201201219e+00,-2.548048232955563153e-01
1.216216216216216228e+00,-2.491223150722793322e-01
1.231231231231231238e+00,-1.517850457087796534e-01
1.246246246246246248e+00,-1.154435776714660411e-01
1.261261261261261257e+00,-2.176819128751443511e-03
1.276276276276276267e+00,1.756818946877266585e-01
1.291291291291291277e+00,2.036744267593749991e-01
1.306306306306306286e+00,3.009169145524313027e-01
1.321321321321321296e+00,2.318763839497166579e-01
1.336336336336336306e+00,4.127621436770259611e-01
1.351351351351351315e+00,3.873566605514591199e-01
1.366366366366366325e+00,4.361983255609414578e-01
1.381381381381381335e+00,5.312206047434701039e-01
1.396396396396396344e+00,3.891540715369293246e-01
1.411411411411411354e+00,4.743319046560463548e-01
1.426426426426426364e+00,4.400812869313394660e-01
1.441441441441441373e+00,3.873264209348239451e-01
1.456456456456456383e+00,4.378422091717397713e-01
1.471471471471471393e+00,4.723408458144538469e-01
1.486486486486486402e+00,3.178723837391349560e-01
1.501501501501501412e+00,2.577880676239674429e-01
1.516516516516516422e+00,2.565403474542291562e-01
1.531531531531531432e+00,1.670706630809435100e-01
1.546546546546546441e+00,1.278679277288552185e-01
1.561561561561561451e+00,3.841114994145069378e-02
1.576576576576576461e+00,-1.784572018527298687e-02
1.591591591591591470e+00,-1.242755198780365333e-04
1.606606606606606702e+00,-1.725109280182612892e-01
1.621621621621621712e+00,-2.270654065782741760e-01
1.636636636636636721e+00,-3.259761519020677456e-01
1.651651651651651731e+00,-2.313566850633766159e-01
1.666666666666666741e+00,-3.508141438515803290e-01
1.681681681681681750e+00,-3.659019717714958597e-01
1.696696696696696760e+00,-4.625199499351382859e-01
1.711711711711711770e+00,-5.089958667241855084e-01
1.726726726726726779e+00,-3.847353514475295166e-01
1.741741741741741789e+00,-3.959479005661639128e-01
1.756756756756756799e+00,-3.835411219737239197e-01
1.771771771771771808e+00,-4.642608760802869328e-01
1.786786786786786818e+00,-2.817759805321239930e-01
1.801801801801801828e+00,-3.135551166587904337e-01
1.816816816816816837e+00,-2.779552412550976848e-01
1.831831831831831847e+00,-2.300555228837023736e-01
1.846846846846846857e+00,-1.653528033831642985e-01
1.861861861861861867e+00,-9.637612042717214056e-02
1.876876876876876876e+00,-8.036106600789919008e-03
1.891891891891891886e+00,3.810455744064239481e-02
1.906906906906906896e+00,1.331147597745946654e-01
1.921921921921921905e+00,1.795186142165399734e-01
1.936936936936936915e+00,1.416160998490893774e-01
1.951951951951951925e+00,2.598544456717834517e-01
1.966966966966966934e+00,2.388351248762887180e-01
1.981981981981981944e+00,2.978764983031925717e-01
1.996996996996996954e+00,4.005213276263818734e-01
