ENLIGHTEN Version,3.2.36
Measurement ID,20260121-152926-257183-WP-01416
Serial Number,WP-01416
Model,WPX-532-R4-EXR-IC
Detector,S11850-1106
Label,CHCl3
Declared Match,
Declared Score,0
Scan Averaging,1
Boxcar,1
Technique,
Baseline Correction Algo,
ROI Pixel Start,80
ROI Pixel End,2046
CCD C4,2.7494990333977454e-13
Slit Width,25
Vignetted,True
Interpolated,False
Wavenumber Correction,0
Raman Intensity Corrected,False
Deconvolved,False
Region,
Laser Power mW,
Battery %,
Device ID,<DeviceID USB USB:0x24aa:0x1000:0:1>
FW Version,10.0.0.10
FPGA Version,035-001
Integration Time,1000
Timestamp,2026-01-21 15:29:26.257183
Note,
Temperature,10.010850297268917
CCD C0,526.0908203125
CCD C1,0.11147542297840118
CCD C2,4.83367011838709e-06
CCD C3,-3.902286493939755e-09
CCD Offset,0
CCD Gain,1.9
CCD Offset Odd,0
CCD Gain Odd,1.9
Laser Wavelength,532.1
Laser Enable,False
Laser Power %,100
Laser Temperature,0
Pixel Count,2048

Pixel,Wavelength,Wavenumber,Processed
798,616.25,2566.41,1111.00
799,616.37,2569.36,1108.67
800,616.48,2572.32,1104.33
801,616.59,2575.27,1112.00
802,616.70,2578.22,1110.67
803,616.82,2581.17,1103.00
804,616.93,2584.12,1108.67
805,617.04,2587.07,1108.00
806,617.15,2590.02,1105.33
807,617.27,2592.97,1101.67
808,617.38,2595.91,1098.00
809,617.49,2598.85,1096.33
810,617.60,2601.80,1081.00
811,617.71,2604.74,1078.33
812,617.83,2607.68,1075.67
813,617.94,2610.62,1089.67
814,618.05,2613.55,1099.33
815,618.16,2616.49,1092.33
816,618.27,2619.43,1110.00
817,618.39,2622.36,1111.67
818,618.50,2625.29,1125.00
819,618.61,2628.22,1102.33
820,618.72,2631.15,1091.67
821,618.84,2634.08,1082.33
822,618.95,2637.01,1074.67
823,619.06,2639.93,1084.67
824,619.17,2642.86,1092.00
825,619.28,2645.78,1101.00
826,619.40,2648.71,1119.67
827,619.51,2651.63,1125.00
828,619.62,2654.55,1125.67
829,619.73,2657.47,1100.33
830,619.84,2660.38,1094.00
831,619.96,2663.30,1091.33
832,620.07,2666.21,1095.67
833,620.18,2669.13,1095.00
834,620.29,2672.04,1102.00
835,620.40,2674.95,1110.67
836,620.52,2677.86,1105.67
837,620.63,2680.77,1104.33
838,620.74,2683.68,1111.33
839,620.85,2686.58,1117.00
840,620.96,2689.49,1117.67
841,621.08,2692.39,1103.33
842,621.19,2695.29,1111.33
843,621.30,2698.19,1122.00
844,621.41,2701.09,1123.00
845,621.52,2703.99,1110.33
846,621.64,2706.89,1090.67
847,621.75,2709.79,1093.33
848,621.86,2712.68,1091.00
849,621.97,2715.58,1091.00
850,622.08,2718.47,1099.33
851,622.20,2721.36,1112.00
852,622.31,2724.25,1103.33
853,622.42,2727.14,1094.33
854,622.53,2730.03,1095.00
855,622.64,2732.91,1102.67
856,622.76,2735.80,1103.33
857,622.87,2738.68,1086.00
858,622.98,2741.56,1092.67
859,623.09,2744.44,1089.00
860,623.20,2747.32,1107.00
861,623.31,2750.20,1094.67
862,623.43,2753.08,1092.00
863,623.54,2755.96,1079.33
864,623.65,2758.83,1088.67
865,623.76,2761.71,1083.00
866,623.87,2764.58,1100.00
867,623.99,2767.45,1098.67
868,624.10,2770.32,1105.00
869,624.21,2773.19,1100.00
870,624.32,2776.06,1095.67
871,624.43,2778.92,1112.00
872,624.54,2781.79,1122.67
873,624.66,2784.65,1129.67
874,624.77,2787.51,1126.00
875,624.88,2790.38,1110.67
876,624.99,2793.24,1112.33
877,625.10,2796.09,1104.67
878,625.21,2798.95,1106.00
879,625.33,2801.81,1106.67
880,625.44,2804.66,1095.33
881,625.55,2807.52,1090.33
882,625.66,2810.37,1088.67
883,625.77,2813.22,1097.00
884,625.88,2816.07,1109.00
885,626.00,2818.92,1116.00
886,626.11,2821.77,1107.00
887,626.22,2824.62,1098.67
888,626.33,2827.46,1092.67
889,626.44,2830.31,1109.00
890,626.55,2833.15,1095.33
891,626.67,2835.99,1098.00
892,626.78,2838.83,1096.33
893,626.89,2841.67,1111.33
894,627.00,2844.51,1104.33
895,627.11,2847.35,1106.00
896,627.22,2850.18,1111.00
897,627.34,2853.02,1109.67
898,627.45,2855.85,1110.33
899,627.56,2858.68,1103.00
900,627.67,2861.51,1094.33
901,627.78,2864.34,1091.33
902,627.89,2867.17,1092.33
903,628.00,2870.00,1120.67
904,628.12,2872.82,1125.67
905,628.23,2875.65,1125.67
906,628.34,2878.47,1113.67
907,628.45,2881.29,1105.33
908,628.56,2884.11,1099.00
909,628.67,2886.93,1096.67
910,628.78,2889.75,1125.33
911,628.90,2892.57,1116.67
912,629.01,2895.38,1129.67
913,629.12,2898.20,1115.67
914,629.23,2901.01,1131.33
915,629.34,2903.82,1113.00
916,629.45,2906.63,1104.00
917,629.56,2909.44,1100.33
918,629.68,2912.25,1104.33
919,629.79,2915.06,1100.00
920,629.90,2917.87,1108.67
921,630.01,2920.67,1110.33
922,630.12,2923.48,1124.33
923,630.23,2926.28,1124.00
924,630.34,2929.08,1123.67
925,630.45,2931.88,1113.67
926,630.57,2934.68,1104.67
927,630.68,2937.48,1119.67
928,630.79,2940.27,1126.00
929,630.90,2943.07,1136.00
930,631.01,2945.86,1126.00
931,631.12,2948.65,1112.67
932,631.23,2951.45,1123.00
933,631.34,2954.24,1126.00
934,631.46,2957.03,1144.33
935,631.57,2959.81,1127.00
936,631.68,2962.60,1143.00
937,631.79,2965.39,1141.00
938,631.90,2968.17,1150.67
939,632.01,2970.95,1137.33
940,632.12,2973.73,1138.00
941,632.23,2976.52,1150.67
942,632.34,2979.29,1165.33
943,632.46,2982.07,1179.33
944,632.57,2984.85,1204.67
945,632.68,2987.63,1229.67
946,632.79,2990.40,1268.33
947,632.90,2993.17,1322.67
948,633.01,2995.95,1408.33
949,633.12,2998.72,1554.33
950,633.23,3001.49,1770.33
951,633.34,3004.26,2069.00
952,633.46,3007.02,2400.67
953,633.57,3009.79,2745.33
954,633.68,3012.55,3030.00
955,633.79,3015.32,3161.67
956,633.90,3018.08,3044.00
957,634.01,3020.84,2718.00
958,634.12,3023.60,2321.67
959,634.23,3026.36,1965.33
960,634.34,3029.12,1719.33
961,634.45,3031.87,1559.33
962,634.56,3034.63,1465.67
963,634.68,3037.38,1393.67
964,634.79,3040.14,1335.33
965,634.90,3042.89,1288.00
966,635.01,3045.64,1256.67
967,635.12,3048.39,1231.00
968,635.23,3051.13,1234.00
969,635.34,3053.88,1214.00
970,635.45,3056.63,1201.67
971,635.56,3059.37,1189.00
972,635.67,3062.11,1215.33
973,635.78,3064.86,1228.67
974,635.90,3067.60,1237.00
975,636.01,3070.34,1205.67
976,636.12,3073.08,1185.67
977,636.23,3075.81,1159.67
978,636.34,3078.55,1148.67
979,636.45,3081.28,1134.67
980,636.56,3084.02,1132.33
981,636.67,3086.75,1131.67
982,636.78,3089.48,1130.33
983,636.89,3092.21,1108.00
984,637.00,3094.94,1117.00
985,637.11,3097.67,1126.33
986,637.22,3100.39,1139.00
987,637.33,3103.12,1127.67
988,637.45,3105.84,1132.33
989,637.56,3108.56,1138.67
990,637.67,3111.29,1135.33
991,637.78,3114.01,1117.67
992,637.89,3116.73,1115.33
993,638.00,3119.44,1127.33
994,638.11,3122.16,1127.67
995,638.22,3124.88,1115.33
996,638.33,3127.59,1108.00
997,638.44,3130.30,1107.67
998,638.55,3133.02,1099.67
999,638.66,3135.73,1092.67
1000,638.77,3138.44,1087.33
1001,638.88,3141.14,1088.00
1002,638.99,3143.85,1086.00
1003,639.10,3146.56,1085.67
1004,639.21,3149.26,1088.00
1005,639.33,3151.97,1095.67
1006,639.44,3154.67,1113.33
1007,639.55,3157.37,1114.00
1008,639.66,3160.07,1112.67
1009,639.77,3162.77,1103.67
1010,639.88,3165.47,1111.33
1011,639.99,3168.16,1128.33
1012,640.10,3170.86,1127.00
1013,640.21,3173.55,1125.00
1014,640.32,3176.25,1115.00
1015,640.43,3178.94,1108.67
1016,640.54,3181.63,1120.67
1017,640.65,3184.32,1112.33
1018,640.76,3187.00,1125.00
1019,640.87,3189.69,1136.00
1020,640.98,3192.38,1126.67
1021,641.09,3195.06,1114.00
1022,641.20,3197.75,1087.33
1023,641.31,3200.43,1096.67
1024,641.42,3203.11,1096.00
1025,641.53,3205.79,1096.67
1026,641.64,3208.47,1102.33
1027,641.75,3211.15,1111.33
1028,641.86,3213.82,1112.00
1029,641.97,3216.50,1097.00
1030,642.08,3219.17,1087.67
1031,642.19,3221.84,1089.33
1032,642.30,3224.51,1091.67
1033,642.41,3227.19,1096.00
1034,642.52,3229.85,1098.00
1035,642.63,3232.52,1103.00
1036,642.74,3235.19,1108.00
1037,642.86,3237.86,1099.67
1038,642.97,3240.52,1101.00
1039,643.08,3243.18,1108.67
1040,643.19,3245.84,1108.33
1041,643.30,3248.51,1099.67
1042,643.41,3251.17,1092.00
1043,643.52,3253.82,1093.67
1044,643.63,3256.48,1107.33
1045,643.74,3259.14,1093.33
1046,643.85,3261.79,1106.00
1047,643.96,3264.45,1113.67
1048,644.07,3267.10,1128.33
1049,644.18,3269.75,1110.67
1050,644.29,3272.40,1091.67
1051,644.40,3275.05,1079.67
1052,644.51,3277.70,1081.00
1053,644.62,3280.35,1093.00
1054,644.73,3282.99,1096.00
1055,644.84,3285.64,1111.67
1056,644.95,3288.28,1108.00
1057,645.06,3290.92,1117.00
1058,645.17,3293.56,1102.67
1059,645.28,3296.20,1101.33
1060,645.39,3298.84,1087.33
1061,645.50,3301.48,1093.67
1062,645.61,3304.11,1078.00
1063,645.71,3306.75,1118.67
1064,645.82,3309.38,1117.33
1065,645.93,3312.02,1123.00
1066,646.04,3314.65,1087.33
1067,646.15,3317.28,1075.33
1068,646.26,3319.91,1079.67
1069,646.37,3322.53,1086.67
1070,646.48,3325.16,1095.33
1071,646.59,3327.79,1096.00
1072,646.70,3330.41,1100.33
1073,646.81,3333.04,1148.00
1074,646.92,3335.66,1153.00
1075,647.03,3338.28,1153.67
1076,647.14,3340.90,1109.33
1077,647.25,3343.52,1104.33
1078,647.36,3346.13,1094.33
1079,647.47,3348.75,1100.00
1080,647.58,3351.37,1098.67
1081,647.69,3353.98,1100.67
1082,647.80,3356.59,1090.67
1083,647.91,3359.20,1094.67
1084,648.02,3361.82,1094.67
1085,648.13,3364.42,1087.67
1086,648.24,3367.03,1088.67
1087,648.35,3369.64,1102.00
1088,648.46,3372.25,1109.33
1089,648.57,3374.85,1102.67
1090,648.68,3377.45,1083.00
1091,648.79,3380.06,1085.00
1092,648.90,3382.66,1100.67
1093,649.00,3385.26,1098.67
1094,649.11,3387.86,1097.33
1095,649.22,3390.45,1081.67
1096,649.33,3393.05,1094.33
1097,649.44,3395.65,1102.00
1098,649.55,3398.24,1108.67
1099,649.66,3400.83,1101.67
1100,649.77,3403.43,1095.33
1101,649.88,3406.02,1080.33
1102,649.99,3408.61,1071.67
1103,650.10,3411.19,1088.67
1104,650.21,3413.78,1101.33
1105,650.32,3416.37,1105.00
1106,650.43,3418.95,1090.67
1107,650.54,3421.54,1093.67
1108,650.65,3424.12,1104.33
1109,650.76,3426.70,1091.67
1110,650.86,3429.28,1086.67
1111,650.97,3431.86,1086.67
1112,651.08,3434.44,1091.67
1113,651.19,3437.02,1093.67
1114,651.30,3439.59,1088.67
1115,651.41,3442.17,1088.00
1116,651.52,3444.74,1075.33
1117,651.63,3447.31,1068.33
1118,651.74,3449.88,1064.67
1119,651.85,3452.45,1072.33
1120,651.96,3455.02,1075.00
1121,652.07,3457.59,1072.33
1122,652.18,3460.16,1083.67
1123,652.28,3462.72,1088.67
1124,652.39,3465.29,1103.33
1125,652.50,3467.85,1098.67
1126,652.61,3470.41,1089.67
1127,652.72,3472.97,1084.67
1128,652.83,3475.53,1107.67
1129,652.94,3478.09,1113.33
1130,653.05,3480.65,1103.67
1131,653.16,3483.20,1082.00
1132,653.27,3485.76,1079.67
1133,653.37,3488.31,1089.67
1134,653.48,3490.86,1083.33
1135,653.59,3493.42,1092.00
1136,653.70,3495.97,1094.00
1137,653.81,3498.52,1107.33
1138,653.92,3501.06,1109.33
1139,654.03,3503.61,1108.00
1140,654.14,3506.16,1108.67
1141,654.25,3508.70,1100.33
1142,654.36,3511.24,1106.00
1143,654.46,3513.79,1092.67
1144,654.57,3516.33,1091.00
1145,654.68,3518.87,1084.33
1146,654.79,3521.41,1098.33
1147,654.90,3523.95,1104.00
1148,655.01,3526.48,1106.33
1149,655.12,3529.02,1086.00
1150,655.23,3531.55,1102.33
1151,655.33,3534.09,1105.67
1152,655.44,3536.62,1116.00
1153,655.55,3539.15,1097.67
1154,655.66,3541.68,1098.00
1155,655.77,3544.21,1102.33
1156,655.88,3546.73,1100.00
1157,655.99,3549.26,1093.33
1158,656.10,3551.79,1089.33
1159,656.20,3554.31,1100.67
1160,656.31,3556.83,1098.00
1161,656.42,3559.36,1104.33
1162,656.53,3561.88,1096.67
1163,656.64,3564.40,1108.67
1164,656.75,3566.91,1097.33
1165,656.86,3569.43,1092.33
1166,656.96,3571.95,1095.00
1167,657.07,3574.46,1097.00
1168,657.18,3576.98,1107.00
1169,657.29,3579.49,1103.00
1170,657.40,3582.00,1106.67
1171,657.51,3584.51,1099.00
1172,657.62,3587.02,1100.33
1173,657.72,3589.53,1101.00
1174,657.83,3592.04,1105.00
1175,657.94,3594.54,1099.33
1176,658.05,3597.05,1092.33
1177,658.16,3599.55,1083.33
1178,658.27,3602.05,1082.67
1179,658.38,3604.55,1093.67
1180,658.48,3607.06,1098.67
1181,658.59,3609.55,1090.00
1182,658.70,3612.05,1096.33
1183,658.81,3614.55,1102.67
1184,658.92,3617.05,1114.00
1185,659.03,3619.54,1098.67
1186,659.13,3622.03,1103.67
1187,659.24,3624.53,1106.67
1188,659.35,3627.02,1110.33
1189,659.46,3629.51,1101.00
1190,659.57,3632.00,1090.33
1191,659.68,3634.48,1087.33
1192,659.78,3636.97,1084.67
1193,659.89,3639.46,1087.67
1194,660.00,3641.94,1096.67
1195,660.11,3644.42,1100.00
1196,660.22,3646.91,1104.00
1197,660.32,3649.39,1112.67
1198,660.43,3651.87,1124.67
1199,660.54,3654.35,1119.67
1200,660.65,3656.82,1173.00
1201,660.76,3659.30,1163.33
1202,660.87,3661.78,1163.33
1203,660.97,3664.25,1095.00
1204,661.08,3666.72,1096.33
1205,661.19,3669.20,1103.00
1206,661.30,3671.67,1106.00
1207,661.41,3674.14,1106.67
1208,661.51,3676.61,1102.33
1209,661.62,3679.07,1096.67
1210,661.73,3681.54,1098.00
1211,661.84,3684.01,1094.33
1212,661.95,3686.47,1086.00
1213,662.05,3688.93,1076.00
1214,662.16,3691.40,1077.33
1215,662.27,3693.86,1078.67
1216,662.38,3696.32,1081.00
1217,662.48,3698.77,1087.67
1218,662.59,3701.23,1085.33
1219,662.70,3703.69,1080.33
1220,662.81,3706.14,1081.67
1221,662.92,3708.60,1096.67
1222,663.02,3711.05,1098.00
1223,663.13,3713.50,1084.33
1224,663.24,3715.95,1086.33
1225,663.35,3718.40,1082.33
1226,663.46,3720.85,1113.67
1227,663.56,3723.30,1102.33
1228,663.67,3725.75,1100.67
1229,663.78,3728.19,1084.33
1230,663.89,3730.64,1086.00
1231,663.99,3733.08,1103.00
1232,664.10,3735.52,1100.00
1233,664.21,3737.96,1104.67
1234,664.32,3740.40,1101.00
1235,664.42,3742.84,1109.67
1236,664.53,3745.28,1108.33
1237,664.64,3747.71,1102.67
1238,664.75,3750.15,1087.67
1239,664.85,3752.58,1083.33
1240,664.96,3755.02,1077.33
1241,665.07,3757.45,1069.67
1242,665.18,3759.88,1084.00
1243,665.29,3762.31,1102.33
1244,665.39,3764.74,1113.67
1245,665.50,3767.17,1098.67
1246,665.61,3769.59,1081.00
1247,665.72,3772.02,1085.33
1248,665.82,3774.44,1106.67
1249,665.93,3776.86,1118.67
1250,666.04,3779.29,1118.00
1251,666.14,3781.71,1099.00
1252,666.25,3784.13,1098.33
1253,666.36,3786.55,1100.33
1254,666.47,3788.96,1097.33
1255,666.57,3791.38,1102.67
1256,666.68,3793.79,1088.00
1257,666.79,3796.21,1096.00
1258,666.90,3798.62,1092.67
1259,667.00,3801.03,1095.33
1260,667.11,3803.45,1093.67
1261,667.22,3805.85,1104.33
1262,667.33,3808.26,1100.67
1263,667.43,3810.67,1096.67
1264,667.54,3813.08,1072.00
1265,667.65,3815.48,1091.33
1266,667.75,3817.89,1082.67
1267,667.86,3820.29,1084.67
1268,667.97,3822.69,1074.00
1269,668.08,3825.09,1081.00
1270,668.18,3827.49,1083.67
1271,668.29,3829.89,1076.00
1272,668.40,3832.29,1080.33
1273,668.50,3834.69,1077.00
1274,668.61,3837.08,1083.33
1275,668.72,3839.48,1086.33
1276,668.83,3841.87,1098.33
1277,668.93,3844.26,1091.00
1278,669.04,3846.65,1092.33
1279,669.15,3849.04,1082.33
1280,669.25,3851.43,1141.00
1281,669.36,3853.82,1142.33
1282,669.47,3856.21,1148.00
1283,669.57,3858.59,1102.00
1284,669.68,3860.98,1090.00
1285,669.79,3863.36,1094.33
1286,669.89,3865.74,1081.67
1287,670.00,3868.12,1091.67
1288,670.11,3870.50,1086.00
1289,670.22,3872.88,1093.33
1290,670.32,3875.26,1094.00
1291,670.43,3877.64,1098.33
1292,670.54,3880.01,1089.67
1293,670.64,3882.39,1084.67
1294,670.75,3884.76,1073.33
1295,670.86,3887.14,1087.33
1296,670.96,3889.51,1083.00
1297,671.07,3891.88,1091.33
1298,671.18,3894.25,1089.33
1299,671.28,3896.61,1086.67
1300,671.39,3898.98,1086.00
1301,671.50,3901.35,1069.67
1302,671.60,3903.71,1068.33
1303,671.71,3906.08,1067.00
1304,671.82,3908.44,1077.67
1305,671.92,3910.80,1095.33
1306,672.03,3913.16,1101.67
1307,672.14,3915.52,1106.00
1308,672.24,3917.88,1115.67
1309,672.35,3920.24,1108.33
1310,672.46,3922.59,1102.00
1311,672.56,3924.95,1076.00
1312,672.67,3927.30,1075.33
1313,672.78,3929.65,1074.67
1314,672.88,3932.01,1098.00
1315,672.99,3934.36,1105.33
1316,673.09,3936.71,1116.67
1317,673.20,3939.06,1097.67
1318,673.31,3941.40,1092.00
1319,673.41,3943.75,1085.33
1320,673.52,3946.09,1083.00
1321,673.63,3948.44,1087.67
1322,673.73,3950.78,1083.00
1323,673.84,3953.12,1097.00
1324,673.95,3955.47,1096.33
1325,674.05,3957.81,1106.00
1326,674.16,3960.14,1087.00
1327,674.26,3962.48,1085.67
1328,674.37,3964.82,1084.33
1329,674.48,3967.15,1106.33
1330,674.58,3969.49,1119.67
1331,674.69,3971.82,1120.33
1332,674.80,3974.15,1109.67
1333,674.90,3976.49,1099.33
1334,675.01,3978.82,1093.00
1335,675.11,3981.15,1082.67
1336,675.22,3983.47,1094.33
1337,675.33,3985.80,1094.33
1338,675.43,3988.13,1095.00
1339,675.54,3990.45,1070.33
1340,675.64,3992.77,1077.33
1341,675.75,3995.10,1073.67
1342,675.86,3997.42,1076.67
1343,675.96,3999.74,1069.67
1344,676.07,4002.06,1091.67
1345,676.17,4004.38,1093.67
1346,676.28,4006.70,1090.33
1347,676.39,4009.01,1076.00
1348,676.49,4011.33,1086.67
1349,676.60,4013.64,1095.67
1350,676.70,4015.95,1102.00
1351,676.81,4018.27,1103.33
1352,676.92,4020.58,1118.00
1353,677.02,4022.89,1103.33
1354,677.13,4025.20,1103.33
1355,677.23,4027.50,1081.00
1356,677.34,4029.81,1086.67
1357,677.45,4032.12,1071.33
1358,677.55,4034.42,1082.67
1359,677.66,4036.72,1089.67
1360,677.76,4039.03,1094.33
1361,677.87,4041.33,1086.33
1362,677.97,4043.63,1081.33
1363,678.08,4045.93,1085.67
1364,678.19,4048.22,1087.33
1365,678.29,4050.52,1089.67
1366,678.40,4052.82,1081.33
1367,678.50,4055.11,1092.33
1368,678.61,4057.41,1097.67
1369,678.71,4059.70,1100.33
1370,678.82,4061.99,1080.67
1371,678.92,4064.28,1080.00
1372,679.03,4066.57,1090.67
1373,679.14,4068.86,1095.67
1374,679.24,4071.15,1086.00
1375,679.35,4073.43,1089.00
1376,679.45,4075.72,1089.00
1377,679.56,4078.00,1098.67
1378,679.66,4080.29,1086.33
1379,679.77,4082.57,1088.33
1380,679.87,4084.85,1092.67
1381,679.98,4087.13,1096.33
1382,680.08,4089.41,1101.33
1383,680.19,4091.69,1103.33
1384,680.30,4093.96,1091.33
1385,680.40,4096.24,1080.67
1386,680.51,4098.51,1083.67
1387,680.61,4100.79,1098.00
1388,680.72,4103.06,1098.33
1389,680.82,4105.33,1087.67
1390,680.93,4107.60,1079.67
1391,681.03,4109.87,1085.67
1392,681.14,4112.14,1081.33
1393,681.24,4114.41,1092.00
1394,681.35,4116.67,1095.67
1395,681.45,4118.94,1102.00
1396,681.56,4121.20,1097.67
1397,681.66,4123.46,1087.00
1398,681.77,4125.73,1083.00
1399,681.87,4127.99,1076.00
1400,681.98,4130.25,1088.67
1401,682.08,4132.51,1094.33
1402,682.19,4134.76,1105.00
1403,682.29,4137.02,1106.00
1404,682.40,4139.28,1135.33
1405,682.50,4141.53,1136.00
1406,682.61,4143.78,1143.00
1407,682.71,4146.04,1110.67
1408,682.82,4148.29,1108.67
1409,682.92,4150.54,1104.33
1410,683.03,4152.79,1098.67
1411,683.13,4155.04,1101.33
1412,683.24,4157.28,1107.00
1413,683.34,4159.53,1111.33
1414,683.45,4161.78,1116.33
1415,683.55,4164.02,1093.67
1416,683.66,4166.26,1088.67
1417,683.76,4168.50,1074.33
1418,683.87,4170.75,1086.33
1419,683.97,4172.99,1097.00
1420,684.08,4175.22,1110.67
1421,684.18,4177.46,1095.33
1422,684.29,4179.70,1101.67
1423,684.39,4181.93,1093.67
1424,684.50,4184.17,1104.00
1425,684.60,4186.40,1077.33
1426,684.71,4188.64,1094.33
1427,684.81,4190.87,1103.00
1428,684.91,4193.10,1119.00
1429,685.02,4195.33,1104.33
1430,685.12,4197.56,1110.00
1431,685.23,4199.78,1113.00
1432,685.33,4202.01,1113.67
1433,685.44,4204.23,1101.67
1434,685.54,4206.46,1096.00
1435,685.65,4208.68,1097.33
1436,685.75,4210.90,1101.33
1437,685.86,4213.13,1113.33
1438,685.96,4215.35,1095.67
1439,686.06,4217.56,1091.67
1440,686.17,4219.78,1088.67
1441,686.27,4222.00,1110.00
1442,686.38,4224.22,1105.67
1443,686.48,4226.43,1095.00
1444,686.59,4228.64,1075.00
1445,686.69,4230.86,1083.67
1446,686.79,4233.07,1091.67
1447,686.90,4235.28,1100.33
1448,687.00,4237.49,1093.00
1449,687.11,4239.70,1078.67
1450,687.21,4241.90,1090.00
1451,687.32,4244.11,1093.67
1452,687.42,4246.32,1105.67
1453,687.52,4248.52,1114.00
1454,687.63,4250.73,1117.33
1455,687.73,4252.93,1097.67
1456,687.84,4255.13,1081.67
1457,687.94,4257.33,1076.00
1458,688.05,4259.53,1090.33
1459,688.15,4261.73,1087.33
1460,688.25,4263.92,1096.67
1461,688.36,4266.12,1105.67
1462,688.46,4268.32,1104.33
1463,688.57,4270.51,1097.33
1464,688.67,4272.70,1090.33
1465,688.77,4274.89,1084.00
1466,688.88,4277.09,1087.67
1467,688.98,4279.28,1092.00
1468,689.09,4281.47,1094.67
1469,689.19,4283.65,1083.33
1470,689.29,4285.84,1080.33
1471,689.40,4288.03,1092.33
1472,689.50,4290.21,1100.00
1473,689.60,4292.39,1092.33
1474,689.71,4294.58,1090.33
1475,689.81,4296.76,1082.00
1476,689.92,4298.94,1120.00
1477,690.02,4301.12,1113.00
1478,690.12,4303.30,1122.00
1479,690.23,4305.48,1089.00
1480,690.33,4307.65,1094.67
1481,690.43,4309.83,1096.67
1482,690.54,4312.00,1088.67
1483,690.64,4314.18,1092.00
1484,690.75,4316.35,1080.00
1485,690.85,4318.52,1083.00
1486,690.95,4320.69,1066.00
1487,691.06,4322.86,1076.67
1488,691.16,4325.03,1084.33
1489,691.26,4327.20,1077.33
1490,691.37,4329.36,1070.33
1491,691.47,4331.53,1063.33
1492,691.57,4333.69,1079.00
1493,691.68,4335.86,1088.00
1494,691.78,4338.02,1093.67
1495,691.88,4340.18,1090.00
1496,691.99,4342.34,1079.00
1497,692.09,4344.50,1074.67
1498,692.19,4346.66,1070.67
1499,692.30,4348.81,1068.33
1500,692.40,4350.97,1062.67
1501,692.50,4353.13,1078.00
1502,692.61,4355.28,1078.67
1503,692.71,4357.43,1081.67
1504,692.81,4359.59,1072.33
1505,692.92,4361.74,1074.67
1506,693.02,4363.89,1074.67
1507,693.12,4366.04,1077.00
1508,693.23,4368.18,1089.67
1509,693.33,4370.33,1091.00
1510,693.43,4372.48,1094.67
1511,693.54,4374.62,1085.33
1512,693.64,4376.77,1100.67
1513,693.74,4378.91,1099.00
1514,693.85,4381.05,1102.00
1515,693.95,4383.19,1095.00
1516,694.05,4385.33,1087.33
1517,694.16,4387.47,1078.00
1518,694.26,4389.61,1068.33
1519,694.36,4391.75,1081.00
1520,694.46,4393.88,1079.00
1521,694.57,4396.02,1075.33
1522,694.67,4398.15,1069.67
1523,694.77,4400.28,1075.33
1524,694.88,4402.41,1081.00
1525,694.98,4404.55,1091.00
1526,695.08,4406.68,1098.67
1527,695.19,4408.80,1108.00
1528,695.29,4410.93,1084.67
1529,695.39,4413.06,1082.67
1530,695.49,4415.18,1086.00
1531,695.60,4417.31,1098.67
1532,695.70,4419.43,1097.33
1533,695.80,4421.56,1088.33
1534,695.90,4423.68,1077.67
1535,696.01,4425.80,1073.33
1536,696.11,4427.92,1078.33
1537,696.21,4430.04,1079.00
1538,696.32,4432.15,1085.33
1539,696.42,4434.27,1085.00
1540,696.52,4436.39,1094.33
1541,696.62,4438.50,1085.67
1542,696.73,4440.61,1079.33
1543,696.83,4442.73,1075.00
1544,696.93,4444.84,1080.00
1545,697.03,4446.95,1077.33
1546,697.14,4449.06,1091.33
1547,697.24,4451.17,1092.00
1548,697.34,4453.28,1087.67
1549,697.44,4455.38,1102.67
1550,697.55,4457.49,1126.00
1551,697.65,4459.59,1136.00
1552,697.75,4461.70,1115.67
1553,697.85,4463.80,1102.33
1554,697.96,4465.90,1103.67
1555,698.06,4468.00,1095.00
1556,698.16,4470.10,1086.67
1557,698.26,4472.20,1091.00
1558,698.36,4474.30,1087.00
1559,698.47,4476.39,1084.00
1560,698.57,4478.49,1071.33
1561,698.67,4480.58,1074.00
1562,698.77,4482.68,1067.00
1563,698.88,4484.77,1066.33
1564,698.98,4486.86,1067.67
1565,699.08,4488.95,1071.33
1566,699.18,4491.04,1078.33
1567,699.28,4493.13,1091.67
1568,699.39,4495.22,1108.33
1569,699.49,4497.30,1103.33
1570,699.59,4499.39,1114.00
1571,699.69,4501.48,1103.00
1572,699.79,4503.56,1108.67
1573,699.90,4505.64,1087.67
1574,700.00,4507.72,1091.00
1575,700.10,4509.80,1102.33
1576,700.20,4511.88,1097.33
1577,700.30,4513.96,1091.67
1578,700.41,4516.04,1071.67
1579,700.51,4518.12,1082.33
1580,700.61,4520.19,1087.33
1581,700.71,4522.27,1099.33
1582,700.81,4524.34,1091.33
1583,700.92,4526.41,1089.33
1584,701.02,4528.49,1084.00
1585,701.12,4530.56,1082.67
1586,701.22,4532.63,1081.00
1587,701.32,4534.69,1086.33
1588,701.42,4536.76,1083.67
1589,701.53,4538.83,1081.67
1590,701.63,4540.89,1080.33
1591,701.73,4542.96,1091.67
1592,701.83,4545.02,1109.33
1593,701.93,4547.09,1103.67
1594,702.03,4549.15,1109.67
1595,702.14,4551.21,1093.33
1596,702.24,4553.27,1095.67
1597,702.34,4555.33,1077.33
1598,702.44,4557.39,1073.33
1599,702.54,4559.44,1075.33
1600,702.64,4561.50,1083.33
