Step;C:\Users\49157\OneDrive\Desktop\Protokolle\PC2\Opt\Chloro\chloro_1.txt;C:\Users\49157\OneDrive\Desktop\Protokolle\PC2\Opt\Chloro\chloro_2.txt;C:\Users\49157\OneDrive\Desktop\Protokolle\PC2\Opt\Chloro\chloro_3.txt;C:\Users\49157\OneDrive\Desktop\Protokolle\PC2\Opt\Chloro\chloro_4.txt;C:\Users\49157\OneDrive\Desktop\Protokolle\PC2\Opt\Chloro\chloro_5.txt
435,0;0,001651368;0,0016599128;0,001622559;0,001634522;0,0016591802
441,0;0,001660645;0,0016368006666666666;0,001639893;0,001636963;0,0016762701666666667
447,0;0,0016521;0,0016484788333333334;0,001637207;0,001619141;0,0016852625
453,0;0,001671143;0,0016418461666666666;0,001654541;0,001641846;0,0016550296666666667
459,0;0,001670411;0,0016376546666666666;0,001642579;0,001640625;0,0016503095
465,0;0,001653565;0,0016526695;0,001639405;0,001629395;0,00165979
470,0;0,001646241;0,0016422852000000001;0,001649903;0,001634522;0,0016635746
476,0;0,001664795;0,0016281335;0,001644776;0,001632325;0,0016628421666666667
482,0;0,001637207;0,0016483561666666667;0,001621826;0,00159668;0,001654053
488,0;0,001677979;0,0016569011666666667;0,00166211;0,001645996;0,0016431890000000002
494,0;0,001649659;0,0016286216666666666;0,001615479;0,001635498;0,0016539713333333333
499,0;0,001666016;0,0016374518;0,001628662;0,001625;0,0016580564
505,0;0,00166333;0,0016311448333333333;0,001658204;0,001658692;0,0016421711666666666
511,0;0,001673584;0,0016535643333333333;0,001626221;0,00163794;0,001658651
517,0;0,001658692;0,0016287436666666665;0,001628174;0,001645508;0,0016544596666666666
523,0;0,001666993;0,0016376546666666666;0,001624512;0,001639161;0,0016365561666666665
528,0;0,001681397;0,0016345706;0,001632325;0,00162378;0,0016569338
534,0;0,001640381;0,0016505536666666667;0,001644287;0,001628662;0,0016593836666666667
540,0;0,001655762;0,0016385905;0,001648194;0,001666016;0,0016340744999999999
546,0;0,001669434;0,0016607263333333333;0,00166626;0,001635498;0,0016686201666666666
552,0;0,001644776;0,001665772;0,001641358;0,001641846;0,0016551515
558,0;0,001667237;0,0016537686666666667;0,001631104;0,001657471;0,0016596273333333333
563,0;0,001660645;0,0016367192;0,001630616;0,001624268;0,001648877
569,0;0,001665039;0,0016452636666666666;0,00164087;0,001658936;0,0016494145
575,0;0,001655518;0,0016450608333333334;0,001632813;0,001616455;0,0016472986666666667
581,0;0,00166211;0,0016382245;0,001638428;0,001669434;0,0016451015
587,0;0,001682618;0,0016481529999999999;0,001653321;0,001634522;0,0016767176666666666
592,0;0,001648682;0,0016642582;0,001633301;0,001636719;0,0016602540000000001
598,0;0,001688477;0,0016528733333333334;0,001642579;0,001663819;0,0016455893333333334
604,0;0,001667725;0,001635458;0,001641114;0,001643799;0,0016667890000000001
610,0;0,001659424;0,0016248373333333332;0,001635254;0,001625733;0,0016587728333333333
616,0;0,001652588;0,0016271568333333334;0,001653077;0,001644532;0,0016454675
621,0;0,001648682;0,0016425787999999998;0,001636475;0,0016317145;0,001635303
627,0;0,001653809;0,0016364751666666667;0,001651368;0,001651368;0,0016422526666666666
633,0;0,0016792;0,0016556803333333332;0,001628174;0,00165625;0,0016507571666666667
639,0;0,001662598;0,001653402;0,001639649;0,001628174;0,0016398933333333333
645,0;0,001664063;0,0016441658333333333;0,001644532;0,001647705;0,0016512861666666667
651,0;0,00165625;0,0016584473333333333;0,001640137;0,001630372;0,0016335046666666668
656,0;0,001660889;0,0016825193999999999;0,001664551;0,001643067;0,001630567
662,0;0,001639161;0,0016588548333333333;0,001651612;0,001644532;0,0016520183333333333
668,0;0,001671875;0,0016618253333333334;0,001637207;0,001642579;0,0016399741666666668
674,0;0,001645752;0,0016348883333333333;0,001629883;0,001638916;0,0016505539999999998
680,0;0,001643067;0,0016411543333333333;0,001650879;0,001646729;0,0016659343333333331
685,0;0,001631592;0,0016523438;0,001644776;0,001633545;0,0016575202
691,0;0,00164087;0,0016407068333333334;0,001651123;0,001645508;0,0016480718333333334
697,0;0,001674317;0,0016627608333333332;0,001649659;0,001625489;0,0016471356666666668
703,0;0,001656006;0,0016547041666666667;0,001645264;0,00165503;0,0016419278333333334
709,0;0,001639893;0,0016702066666666668;0,001645508;0,001657227;0,0016547041666666667
715,0;0,0016521;0,0016418863333333333;0,001651123;0,00164502;0,001675171
720,0;0,001653077;0,0016552244;0,001684815;0,001643555;0,0016566406
726,0;0,001662842;0,001660156;0,001644776;0,001643067;0,0016621096666666667
732,0;0,001654053;0,0016392009999999999;0,001674805;0,001648682;0,0016647136666666667
738,0;0,001636475;0,0016643066666666667;0,001648926;0,001633545;0,0016568608333333333
744,0;0,001645264;0,0016461593333333335;0,001644776;0,001618897;0,001661174
749,0;0,001673096;0,0016485844;0,001643799;0,001654053;0,0016508299999999998
755,0;0,001649659;0,0016469326666666666;0,001652344;0,001646973;0,0016428631666666666
761,0;0,001653565;0,0016537685;0,00164209;0,001651856;0,0016481526666666667
767,0;0,001648926;0,0016589356666666666;0,00164209;0,001660156;0,0016563315
773,0;0,001653077;0,0016549888333333334;0,001639893;0,001668457;0,0016359458333333333
778,0;0,00165918;0,0016687018;0,001656494;0,00162378;0,0016540528
784,0;0,001666016;0,0016664631666666668;0,001650391;0,001624756;0,0016452230000000001
790,0;0,001684327;0,0016709805;0,001639893;0,001639405;0,0016484381666666667
796,0;0,001680908;0,0016599125;0,001647461;0,00163794;0,0016527106666666667
802,0;0,001669434;0,0016780193333333334;0,001637207;0,001660401;0,0016535243333333333
808,0;0,001662598;0,0016436773333333332;0,00163208;0,001636719;0,0016309816666666666
813,0;0,001633789;0,0016492677999999999;0,001651123;0,001646241;0,0016436521999999999
819,0;0,001647461;0,0016485188333333332;0,00167334;0,00164209;0,0016727706666666668
825,0;0,001663086;0,0016424158333333335;0,001633789;0,001657227;0,0016834308333333334
831,0;0,001667481;0,0016566163333333332;0,001645264;0,001643555;0,0016497808333333333
837,0;0,001676026;0,0016637371666666668;0,001647705;0,001646241;0,0016383471666666666
842,0;0,00168335;0,0016594734;0,001649903;0,001652588;0,0016513192000000001
848,0;0,001672852;0,0016807865;0,001646485;0,001680908;0,0016482751666666666
854,0;0,001674561;0,001670248;0,00164917;0,001662598;0,0016418871666666667
860,0;0,001681397;0,0016548261666666667;0,001621826;0,001665772;0,0016420900000000001
866,0;0,001685791;0,0016429856666666666;0,001640381;0,001658692;0,0016453856666666668
871,0;0,001671875;0,0016481452;0,001623291;0,001660401;0,0016418952
877,0;0,001653077;0,0016694338333333332;0,001635987;0,001634034;0,0016437175
883,0;0,001663575;0,0016432291666666665;0,001671875;0,0016521;0,0016320803333333333
889,0;0,001702637;0,0016502278333333333;0,001669678;0,001663575;0,0016337081666666668
895,0;0,00166626;0,0016461186666666665;0,001668701;0,001632325;0,0016475428333333334
901,0;0,001676758;0,0016295168333333332;0,001651612;0,001646729;0,0016670336666666666
906,0;0,001667481;0,0016407225999999998;0,001635987;0,001634522;0,0016731446
912,0;0,001658447;0,0016453045;0,001632569;0,001639161;0,0016752521666666667
918,0;0,001715821;0,0016446946666666667;0,001650879;0,001667725;0,0016594645
924,0;0,001686768;0,0016610111666666668;0,001629151;0,001644043;0,0016853433333333333
930,0;0,001663086;0,0016789553333333334;0,001654053;0,001628174;0,0016643069999999999
935,0;0,001655274;0,0016703618;0,001635987;0,001661865;0,0016302248
941,0;0,001673584;0,0016489668333333333;0,001639649;0,001662842;0,0016336261666666666
947,0;0,001668457;0,001645874;0,001657471;0,001648926;0,0016467286666666666
953,0;0,001690918;0,0016362310000000001;0,001656494;0,001661865;0,0016534018333333334
959,0;0,001666993;0,0016509605;0,001634766;0,001633789;0,0016380211666666667
964,0;0,001679444;0,0016626954;0,001667237;0,001631104;0,0016603516
970,0;0,00165625;0,001659505;0,001650879;0,001649414;0,0016510821666666665
976,0;0,001654541;0,0016594645;0,001656739;0,00165918;0,0016540531666666665
982,0;0,001672852;0,0016728921666666666;0,00165625;0,001686524;0,0016471356666666666
988,0;0,001665772;0,0016676028333333333;0,001652588;0,001632569;0,0016465255
994,0;0,001644776;0,0016405843333333332;0,001647461;0,00165625;0,0016416423333333332
999,0;0,001686035;0,001647998;0,001638916;0,001655518;0,0016402346
1005,0;0,001645508;0,0016456305;0,001647461;0,001634278;0,0016383061666666668
1011,0;0,001669922;0,0016321211666666666;0,001619385;0,001641114;0,0016540125
1017,0;0,001694825;0,0016481531666666667;0,001660401;0,001678467;0,0016385095
1023,0;0,001650879;0,001657146;0,001624756;0,0016521;0,0016616218333333334
1028,0;0,001670899;0,0016605472;0,001646729;0,001635742;0,0016482426
1034,0;0,001670899;0,0016654055;0,001655274;0,001640137;0,0016396891666666667
1040,0;0,001667237;0,001663615;0,001646729;0,0016521;0,0016511235000000002
1046,0;0,001711915;0,0016602376666666667;0,001677002;0,001629395;0,0016629233333333333
1052,0;0,001669434;0,0016476646666666666;0,001645752;0,001645264;0,0016481125
1058,0;0,001678711;0,0016391606666666667;0,001655762;0,001636231;0,0016476243333333333
1063,0;0,001695313;0,001652588;0,00164087;0,001647461;0,0016642092
1069,0;0,00166333;0,0016719158333333333;0,00165503;0,001679932;0,0016492921666666667
1075,0;0,001666016;0,0016736248333333332;0,001666993;0,001648438;0,0016713463333333334
1081,0;0,001667481;0,0016607266666666667;0,001649414;0,001662842;0,0016685798333333334
1087,0;0,001663575;0,0016665448333333334;0,001632569;0,001638428;0,0016718755000000001
1092,0;0,001678223;0,0016506353999999998;0,001643311;0,001677002;0,0016564456
1098,0;0,001659668;0,0016574301666666667;0,001661133;0,001657471;0,0016452231666666667
1104,0;0,00166333;0,0016456305;0,001633301;0,001659668;0,0016649581666666668
1110,0;0,00168335;0,001640788;0,001650391;0,001680664;0,0016942141666666667
1116,0;0,001654053;0,0016450601666666666;0,001656983;0,001639405;0,0016746015
1121,0;0,00168042;0,001658496;0,001654297;0,001631348;0,0016546388
1127,0;0,001683838;0,0016575526666666666;0,001636963;0,001657715;0,0016590173333333334
1133,0;0,001691162;0,0016526698333333332;0,001650635;0,001638916;0,0016449791666666666
1139,0;0,00168042;0,0016547043333333333;0,001675049;0,001641114;0,001647746
1145,0;0,001688721;0,0016658531666666667;0,001669678;0,001687012;0,0016641851666666667
1151,0;0,001647949;0,0016785481666666666;0,001635742;0,001639893;0,0016493328333333332
1156,0;0,0016792;0,001645508;0,001638916;0,001631836;0,0016352056
1162,0;0,001674073;0,0016507573333333335;0,001655762;0,00165625;0,0016498623333333334
1168,0;0,001685303;0,0016641441666666666;0,001663575;0,001641602;0,0016614585
1174,0;0,001735108;0,001675415;0,001667969;0,001649659;0,0016620685
1180,0;0,00168457;0,0016599526666666667;0,001662842;0,001665039;0,0016437583333333333
1185,0;0,001678223;0,0016789548;0,001667481;0,001640137;0,0016360354
1191,0;0,001774903;0,0016575116666666667;0,001656739;0,001664795;0,0016706141666666667
1197,0;0,001703125;0,0016720383333333334;0,001658692;0,001661865;0,0016850591666666666
1203,0;0,001662598;0,0016658534999999999;0,001665772;0,001647217;0,0016647548333333334
1209,0;0,00173291;0,0016595465;0,001646485;0,00163208;0,001666911
1214,0;0,001702637;0,0016577152;0,001651856;0,00164502;0,0016725098
1220,0;0,001772705;0,0016676435;0,001645264;0,001671387;0,0016870123333333333
1226,0;0,001790283;0,0016729330000000001;0,001637696;0,001656494;0,0016809496666666667
1232,0;0,001757813;0,0016485598333333335;0,001650391;0,001658447;0,0016855066666666666
1238,0;0,001848389;0,00168099;0,00165918;0,001673096;0,0016597088333333335
1244,0;0,001796875;0,001674032;0,001650879;0,001668701;0,0016937661666666668
1249,0;0,001767334;0,0016750494;0,001637452;0,001661377;0,0016887696
1255,0;0,001703614;0,0016778568333333333;0,001653321;0,001669678;0,0016572678333333334
1261,0;0,001715577;0,0016554363333333333;0,001638428;0,001666016;0,0016642253333333332
1267,0;0,001713135;0,0016525065;0,001685547;0,001650147;0,0016665446666666668
1273,0;0,001704102;0,001673177;0,001669922;0,001669434;0,0016628423333333335
1278,0;0,001689942;0,0016788092000000001;0,001659668;0,001676514;0,0016539068
1284,0;0,001757569;0,00168042;0,001674317;0,001648682;0,0016709801666666667
1290,0;0,001751953;0,0016637781666666667;0,001706055;0,001654053;0,0016725675
1296,0;0,001706055;0,0016469726666666666;0,00168628;0,001680908;0,0016765958333333332
1302,0;0,001879883;0,0016750086666666665;0,001683106;0,001682373;0,0016935634999999999
1307,0;0,00172876;0,0017135746;0,001659912;0,00167212;0,0016918948
1313,0;0,001748535;0,0016995041666666667;0,001682618;0,001640381;0,0016780598333333333
1319,0;0,001776123;0,0016828615;0,001647949;0,001646485;0,0017145995
1325,0;0,001755615;0,0016584475;0,001652344;0,001672608;0,001687622
1331,0;0,001713623;0,0016894538333333334;0,001649903;0,001666993;0,0016731365
1337,0;0,001763916;0,0016397706666666666;0,001675293;0,00165918;0,0016634926666666667
1342,0;0,001709961;0,0016629884;0,001653565;0,001653565;0,0016929202
1348,0;0,001723633;0,0016807868333333334;0,001654297;0,001672852;0,0016687423333333333
1354,0;0,001776856;0,0016661380000000002;0,001656739;0,001677491;0,0016810715
1360,0;0,001838135;0,001660197;0,001652588;0,001661621;0,0016791183333333334
1366,0;0,001855713;0,0016706546666666667;0,001662354;0,001672608;0,0016814373333333334
1371,0;0,001791748;0,0016769536000000001;0,001658447;0,001664063;0,0016885746
1377,0;0,001728516;0,0017021898333333333;0,001642334;0,001660156;0,001690796
1383,0;0,00181836;0,0016887211666666668;0,001652344;0,001666504;0,001675863
1389,0;0,001833985;0,0016805831666666666;0,001639405;0,001629151;0,0016889245
1395,0;0,001783692;0,0017108155;0,001673096;0,001667237;0,0016864423333333334
1401,0;0,001894531;0,0016857101666666666;0,0016582848333333332;0,001714112;0,0016747238333333333
1406,0;0,001812256;0,0016882327999999999;0,001653809;0,001685547;0,0016769048
1412,0;0,001943848;0,0017307133333333332;0,001678223;0,001653809;0,0016828615
1418,0;0,001978516;0,0017678633333333333;0,001681885;0,001701905;0,0017243246666666667
1424,0;0,002001953;0,001770427;0,001665039;0,001684082;0,001708212
1430,0;0,002155518;0,001855021;0,001697998;0,0016792;0,0018077391666666666
1435,0;0,002015381;0,001771094;0,001644776;0,001662598;0,0017159178
1441,0;0,001907715;0,0018199058333333335;0,001673096;0,001692139;0,0017294515
1447,0;0,0020271;0,0018666586666666667;0,00165503;0,001701905;0,0017880455
1453,0;0,001968506;0,001838867;0,001666993;0,001679444;0,0017519126666666667
1459,0;0,002062989;0,0018912351666666668;0,00166333;0,001736817;0,0018519284999999998
1464,0;0,00213794;0,0018841312000000001;0,00170044;0,001790039;0,001838819
1470,0;0,002077637;0,0018692225;0,001674073;0,001667237;0,0017895923333333332
1476,0;0,002175538;0,0020409346666666666;0,001671631;0,001728272;0,0018313399999999999
1482,0;0,002218018;0,0019350998333333333;0,001676514;0,001696289;0,0017436523333333332
1488,0;0,002210938;0,0018884688333333332;0,001660889;0,001680176;0,0017290043333333333
1494,0;0,002333741;0,0019396976666666667;0,001750977;0,001732178;0,0018412684999999998
1499,0;0,002202637;0,0018588872;0,001740723;0,001675049;0,00177837
1505,0;0,002192871;0,0018941246666666668;0,001670655;0,001674073;0,0017658284999999998
1511,0;0,00229712;0,0019521486666666667;0,001753663;0,001761231;0,0017612713333333334
1517,0;0,002261963;0,001921346;0,001679444;0,001699219;0,0017209475
1523,0;0,002310059;0,0019761966666666667;0,001697998;0,001684815;0,0017316491666666666
1528,0;0,002344971;0,0019245124;0,001734864;0,001744874;0,0017843752
1534,0;0,002313721;0,0019861655;0,001737061;0,001714356;0,0018049726666666667
1540,0;0,002442383;0,0020367031666666665;0,001711915;0,001774903;0,0018493651666666665
1546,0;0,002379883;0,0020538745;0,001723633;0,001730957;0,001859945
1552,0;0,0024375;0,0020325114999999996;0,001690186;0,00177124;0,001848552
1557,0;0,002622071;0,0020770512;0,001816162;0,001980713;0,0019165048000000001
1563,0;0,002451172;0,001988647666666667;0,001701905;0,001743653;0,0018465988333333334
1569,0;0,002552002;0,0019969893333333334;0,001736573;0,001844727;0,0018012294999999998
1575,0;0,002515381;0,0020350343333333334;0,001841309;0,001905762;0,0018609625
1581,0;0,002407959;0,0020390623333333335;0,001717286;0,001828613;0,001790609
1587,0;0,002453125;0,0020605473333333334;0,00181836;0,001756348;0,0017442218333333333
1592,0;0,0025625;0,0020538092000000003;0,001746582;0,001854981;0,0017425786
1598,0;0,002518311;0,002139730166666667;0,001715577;0,001808838;0,0017867846666666668
1604,0;0,002556885;0,0021222743333333335;0,001809571;0,001844239;0,0018531901666666668
1610,0;0,002416016;0,0021313066666666667;0,001858399;0,001827881;0,0018187668333333334
1616,0;0,002453858;0,002043376;0,001791016;0,001831055;0,0018183193333333333
1621,0;0,002638428;0,0021265142;0,001964356;0,002048096;0,001946045
1627,0;0,002680665;0,0020324301666666666;0,001830079;0,001942383;0,0018477381666666666
1633,0;0,002530762;0,0020628666666666668;0,001790528;0,001976075;0,0018500571666666666
1639,0;0,002638672;0,0021044518333333336;0,001954346;0,001996827;0,0018371988333333333
1645,0;0,002538086;0,0020800785;0,001707032;0,001959961;0,0019002276666666665
1650,0;0,002606446;0,002118311;0,001736084;0,001976563;0,0020290044
1656,0;0,002687989;0,0021253258333333333;0,001874512;0,001950928;0,0019121911666666667
1662,0;0,002662842;0,0020852461666666664;0,001850098;0,00177295;0,0018671878333333333
1668,0;0,002724122;0,0021296796666666665;0,001941162;0,001877686;0,0019508873333333335
1674,0;0,002640625;0,002108398666666667;0,002031494;0,001962403;0,0019432378333333333
1680,0;0,002628907;0,0020957443333333332;0,001958741;0,001963135;0,0019502363333333333
1685,0;0,002768067;0,0021880374;0,002062012;0,002095215;0,0019541994
1691,0;0,002650635;0,0021497801666666666;0,001980225;0,002033936;0,0019157308333333334
1697,0;0,002682862;0,0022127276666666666;0,001953369;0,002034912;0,0019464115
1703,0;0,002760987;0,0022639979999999997;0,001937988;0,002048828;0,0019604086666666666
1709,0;0,002639405;0,0022100018333333334;0,001907227;0,002010498;0,001928915
1714,0;0,00268042;0,0023016604;0,001977784;0,002035889;0,0020112312
1720,0;0,002779053;0,0022578536666666665;0,001984863;0,002036866;0,002091228
1726,0;0,002743653;0,0021916103333333332;0,001833496;0,001925538;0,0020517173333333334
1732,0;0,002886475;0,002184408;0,001954346;0,002053711;0,0020612390000000003
1738,0;0,002893799;0,002152099833333333;0,001810303;0,002102295;0,0020932618333333332
1744,0;0,002768555;0,0021697188333333335;0,001938925;0,002101563;0,0020677495
1749,0;0,002902344;0,0022511234;0,00200586;0,002175293;0,0021798832
1755,0;0,002708985;0,002160197333333333;0,001923829;0,002047119;0,0021679688333333335
1761,0;0,002799561;0,0022089848333333335;0,002035401;0,002130127;0,0021920171666666667
1767,0;0,002888916;0,0023126633333333335;0,002056397;0,002182862;0,0022389736666666663
1773,0;0,002821289;0,002221517;0,001926758;0,002132569;0,0021449384999999996
1778,0;0,002837891;0,0023022462;0,002028076;0,002059083;0,0021370119999999998
1784,0;0,002828858;0,002397257666666667;0,002090577;0,002090332;0,0021785895
1790,0;0,00278125;0,002314087166666667;0,001980469;0,002058106;0,0021535241666666666
1796,0;0,002855225;0,0024372971666666667;0,001975831;0,002108155;0,002201701333333333
1802,0;0,002866211;0,002344361;0,002060791;0,002124756;0,0021432703333333332
1807,0;0,002770508;0,0023595218;0,002092774;0,002106446;0,0022122078
1813,0;0,002862061;0,002379965;0,002185303;0,002220215;0,0023427743333333333
1819,0;0,002808106;0,0022777101666666666;0,002059083;0,002167237;0,0022876386666666666
1825,0;0,002899414;0,002383179333333333;0,002007569;0,002120606;0,0022661136666666665
1831,0;0,002915039;0,0024001063333333335;0,002101807;0,002187012;0,002248209666666667
1837,0;0,00285376;0,0022678221666666666;0,00196753;0,002091309;0,002181397166666667
1842,0;0,002875977;0,002345215;0,001980957;0,002126709;0,0022313972
1848,0;0,00300293;0,0023367106666666664;0,002070557;0,002194336;0,0022257084999999996
1854,0;0,002952149;0,0024242356666666666;0,002003662;0,002085205;0,002126424333333333
1860,0;0,003011231;0,002504761;0,002027344;0,002179444;0,0022414961666666665
1866,0;0,003004151;0,002462565;0,002033936;0,002159668;0,002259562666666667
1871,0;0,002944825;0,0024637696;0,002053467;0,002253663;0,0023187506
1877,0;0,002957276;0,0026277261666666665;0,00220044;0,002441163;0,0024011233333333334
1883,0;0,002998291;0,002569377;0,002100342;0,002317627;0,002232462666666667
1889,0;0,003032227;0,00258606;0,002034668;0,002228272;0,002174275833333333
1895,0;0,002944581;0,0026754155;0,002145752;0,002324708;0,0023235278333333335
1900,0;0,002909668;0,0025659182;0,00211499;0,002195557;0,0021726082
1906,0;0,002967042;0,002589559;0,002197266;0,002151856;0,0021682946666666666
1912,0;0,003018067;0,002634156;0,002366211;0,002232666;0,0021864831666666665
1918,0;0,002907227;0,002608928333333333;0,002193116;0,002290039;0,002151652
1924,0;0,002930665;0,0027174891666666666;0,002290039;0,002263672;0,0021815186666666667
