0.0003600000	-0.5631868132	0.3220390720
0.0415600000	-0.1831501832	-0.6700244200
0.0827600000	-0.1251526252	-0.3708791209
0.1239600000	-1.0561660562	0.2457264957
0.1651600000	-0.1343101343	-0.6913919414
0.2063600000	0.1251526252	0.0061050061
0.2475600000	-0.0198412698	0.0641025641
0.2887600000	1.0378510379	-0.3952991453
0.3299600000	0.3296703297	0.7219169719
0.3711600000	0.6791819292	0.3449328449
0.4123600000	-0.6654456654	-0.2060439560
0.4535600000	0.5509768010	-0.1572039072
0.4947600000	0.2289377289	-0.1312576313
0.5359600000	-0.7600732601	0.0641025641
0.5771600000	1.5109890110	0.0167887668
0.6183600000	-1.4652014652	-0.2808302808
0.6595600000	0.6211843712	0.3418803419
0.7007600000	0.0900488400	-0.1938339438
0.7419600000	-0.9081196581	-0.4456654457
0.7831600000	0.8867521368	0.7234432234
0.8243600000	-1.1309523810	-1.3843101343
0.8655600000	1.1858974359	0.5418192918
0.9067600000	0.1541514042	1.2240537241
0.9479600000	-1.5170940171	-2.2634310134
0.9891600000	1.2973137973	2.6419413919
1.0303600000	-1.4560439560	-4.2185592186
1.0715600000	0.8577533578	1.9993894994
1.1127600000	0.2640415140	-1.5369352869
1.1539600000	0.1327838828	-3.9758852259
1.1951600000	1.8681318681	-5.8028083028
1.2363600000	1.8192918193	-7.1367521368
1.2775600000	-28.0280830281	57.6678876679
1.3187600000	-17.6984126984	22.9059829060
1.3599600000	-1.1034798535	3.2066544567
1.4011600000	13.1074481074	-13.3531746032
1.4423600000	-6.2683150183	5.0595238095
1.4835600000	6.5262515263	-3.4035409035
1.5247600000	-2.0573870574	0.3769841270
1.5659600000	2.4252136752	0.3968253968
1.6071600000	0.6410256410	-0.0732600733
1.6483600000	-1.2789987790	0.3098290598
1.6895600000	1.0882173382	0.3327228327
1.7307600000	-1.2637362637	-0.2319902320
1.7719600000	0.9813797314	0.4822954823
1.8131600000	-0.3067765568	-0.0305250305
1.8543600000	-0.2152014652	-0.2823565324
1.8955600000	0.6608669109	0.8043345543
1.9367600000	-0.6822344322	0.0259462759
1.9779600000	-0.4288766789	0.2762515263
2.0191600000	0.0167887668	0.5509768010
2.0603600000	-0.0091575092	-0.3556166056
2.1015600000	0.7188644689	-0.1404151404
2.1427600000	0.1984126984	-0.3311965812
2.1839600000	-0.0518925519	0.2777777778
2.2251600000	-0.2655677656	0.0534188034
2.2663600000	-0.2090964591	-0.3922466422
2.3075600000	-0.8012820513	0.1556776557
2.3487600000	0.6227106227	-0.3922466422
2.3899600000	0.3159340659	0.1556776557
2.4311600000	-0.0564713065	-0.1556776557
2.4723600000	0.6028693529	-0.1434676435
2.5135600000	-0.1327838828	-0.1282051282
2.5547600000	-0.1709401709	-0.1022588523
2.5959600000	0.0045787546	1.0241147741
