0.0003600000	-1.3522588523	0.3205128205
0.0415600000	-0.2716727717	-0.0534188034
0.0827600000	1.2118437118	0.0259462759
0.1239600000	-0.1862026862	-0.3647741148
0.1651600000	0.5082417582	0.5387667888
0.2063600000	0.2457264957	0.0747863248
0.2475600000	-0.0763125763	-0.1480463980
0.2887600000	-0.1236263736	-0.0427350427
0.3299600000	0.7783882784	-0.1480463980
0.3711600000	0.2991452991	-0.2793040293
0.4123600000	0.4746642247	0.1968864469
0.4535600000	0.4517704518	0.2045177045
0.4947600000	-0.6227106227	-0.2121489621
0.5359600000	0.6242368742	0.1098901099
0.5771600000	-0.7951770452	-0.7844932845
0.6183600000	-0.4349816850	1.1080586081
0.6595600000	-0.0595238095	-0.2869352869
0.7007600000	-0.0335775336	-0.6715506716
0.7419600000	-0.8058608059	1.0225885226
0.7831600000	1.9688644689	-1.0882173382
0.8243600000	-1.4819902320	1.0073260073
0.8655600000	1.8070818071	-0.4502442002
0.9067600000	0.1602564103	0.1892551893
0.9479600000	-1.4972527473	-0.1495726496
0.9891600000	2.1611721612	0.4655067155
1.0303600000	-4.5802808303	-2.4862637363
1.0715600000	1.2225274725	1.7673992674
1.1127600000	1.0119047619	-2.1840659341
1.1539600000	-1.5750915751	-4.1819291819
1.1951600000	1.8131868132	-4.8244810745
1.2363600000	1.7231379731	-9.0094627595
1.2775600000	-23.9392551893	58.6370573871
1.3187600000	-17.8067765568	21.1599511600
1.3599600000	-0.1007326007	0.9401709402
1.4011600000	13.3943833944	-8.7820512821
1.4423600000	-6.4148351648	0.9966422466
1.4835600000	5.9768009768	-1.2759462759
1.5247600000	-1.3782051282	-1.1599511600
1.5659600000	2.2344322344	1.3659951160
1.6071600000	1.0989010989	0.7326007326
1.6483600000	-1.0317460317	-1.6498778999
1.6895600000	0.6746031746	1.6987179487
1.7307600000	-0.7478632479	-1.4316239316
1.7719600000	-0.6394993895	0.9569597070
1.8131600000	-0.5998168498	0.2899877900
1.8543600000	0.3724053724	-0.6013431013
1.8955600000	-1.1553724054	0.3754578755
1.9367600000	0.7875457875	-0.7280219780
1.9779600000	-1.0409035409	0.4212454212
2.0191600000	0.4975579976	-0.1282051282
2.0603600000	0.0488400488	-0.0869963370
2.1015600000	-0.7112332112	0.0366300366
2.1427600000	0.9065934066	0.2442002442
2.1839600000	-0.3449328449	-0.2289377289
2.2251600000	0.5402930403	0.2533577534
2.2663600000	1.2377899878	0.5677655678
2.3075600000	-0.3144078144	-0.1587301587
2.3487600000	-0.4945054945	0.3632478632
2.3899600000	0.2213064713	0.7112332112
2.4311600000	0.2915140415	0.2793040293
2.4723600000	0.0381562882	0.1709401709
2.5135600000	-0.3037240537	-0.1068376068
2.5547600000	-0.4563492063	0.3937728938
2.5959600000	-0.0198412698	-0.3647741148
